,Rural_Urban,Area,School_Name,Medium,School_Status,Category_Code,Category_Name,School_Type_Code,School_Type_Name
226,Urban,PUNE VIDYAPEETH,SHIVAJI VIDHYAMANDIR,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
227,Urban,PUNE VIDYAPEETH,VIDYAPEETH HIGHSCHOOL,4,Operational,8,Secondary Only,3,Co-Education
228,Urban,PUNE VIDYAPEETH,CITY INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
229,Urban,PUNE VIDYAPEETH,SPICER SEC VID,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
230,Urban,SUTARWADI PASHAN,P. M. C. 135 B,4,Operational,4,Upper Primary only,3,Co-Education
231,Urban,SUTARWADI PASHAN,NETAJI SUBHASHCHANDRA BOSE MAD,4,Operational,1,Primary,3,Co-Education
232,Urban,SUTARWADI PASHAN,P. M. C. 85 B,4,Operational,1,Primary,3,Co-Education
233,Urban,SUTARWADI PASHAN,P. M. C. 16 G,4,Operational,1,Primary,3,Co-Education
234,Urban,SUTARWADI PASHAN,P. M. C. 55 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
235,Urban,SUTARWADI PASHAN,P. M. C. 64 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
236,Urban,SUTARWADI PASHAN,P. M. C. 54 G,4,Operational,2,Primary with Upper Primary,2,Girls
237,Urban,SUTARWADI PASHAN,PMC 54 G BHAG,4,Operational,1,Primary,3,Co-Education
238,Urban,SUTARWADI PASHAN,PMC SCH NO 11 GIRLS,4,Operational,2,Primary with Upper Primary,1,Boys
239,Urban,SUTARWADI PASHAN,SANSKAR MANDIR SECONDARY,4,Operational,8,Secondary Only,3,Co-Education
240,Urban,SUTARWADI PASHAN,NEHARU PRIMARY,4,Operational,1,Primary,3,Co-Education
241,Urban,SUTARWADI PASHAN,GORA KUMBHAR HIGH SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
242,Urban,SUTARWADI PASHAN,SENT JOSEPH HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,2,Girls
243,Urban,SUTARWADI PASHAN,LOYOLA HIGH SCHOOL PASHAN,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
244,Urban,SUTARWADI PASHAN,PES PRIMARY MANDIR,4,Operational,1,Primary,3,Co-Education
245,Urban,SUTARWADI PASHAN,MODERN HIGH SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
246,Urban,SUTARWADI PASHAN,SAHYADRI INTERNATIONAL,0,Operational,2,Primary with Upper Primary,3,Co-Education
247,Urban,SUTARWADI PASHAN,SAHYADRI INTERNATIONAL SCH,0,Operational,8,Secondary Only,3,Co-Education
248,Urban,SUTARWADI PASHAN,LOKSEVA PRATISHTHAN SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
249,Urban,SUTARWADI PASHAN,SENT JOSEPH PRI,0,Operational,1,Primary,2,Girls
250,Urban,SUTARWADI PASHAN,N C L PRI,0,Operational,1,Primary,3,Co-Education
251,Urban,SUTARWADI PASHAN,LOYALA PRIMARY,0,Operational,1,Primary,1,Boys
252,Urban,SUTARWADI PASHAN,MODERN HIGHSCHOOL,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
253,Urban,WARJE GAVTHAN,P.M.C.SCHOOL NO.148 B,4,Operational,2,Primary with Upper Primary,1,Boys
254,Urban,WARJE GAVTHAN,P.M.C.SCHOOL NO.196 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
256,Urban,WARJE GAVTHAN,PMC SCHOOL NO 68 B ,4,Operational,2,Primary with Upper Primary,3,Co-Education
257,Urban,WARJE GAVTHAN,ARYA VIDHYALAYA MARATHI,4,Operational,2,Primary with Upper Primary,3,Co-Education
258,Urban,WARJE GAVTHAN,PEOPLES ACADEMY ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
259,Urban,WARJE GAVTHAN,PEOPLES ACADEMY SEC. ENG,0,Operational,8,Secondary Only,3,Co-Education
260,Urban,WARJE GAVTHAN,PMC 116 B,4,Operational,2,Primary with Upper Primary,2,Girls
262,Urban,Y. C. NATYAGRUH,PMC 47 GIRLS,4,Operational,2,Primary with Upper Primary,2,Girls
263,Urban,Y. C. NATYAGRUH,PMC 70 BOYS,4,Operational,2,Primary with Upper Primary,3,Co-Education
264,Urban,Y. C. NATYAGRUH,PMC VIDYANIKETAN 8,4,Operational,2,Primary with Upper Primary,3,Co-Education
265,Urban,Y. C. NATYAGRUH,PMC 89B,4,Operational,2,Primary with Upper Primary,1,Boys
266,Urban,Y. C. NATYAGRUH,SHANTABAI ATHAVALE PRI,4,Operational,2,Primary with Upper Primary,3,Co-Education
267,Urban,Y. C. NATYAGRUH,P B JOG PRATHMIK MARATHI,4,Operational,2,Primary with Upper Primary,3,Co-Education
268,Urban,Y. C. NATYAGRUH,NUTAN BAL SHIKSHAN SANGH SCH,4,Operational,8,Secondary Only,3,Co-Education
269,Urban,Y. C. NATYAGRUH,MES BAL SHIKSHAN MANDIR ENG MD,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
270,Urban,Y. C. NATYAGRUH,MES BAL SHIKSHAN ENG SEC,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
271,Urban,Y. C. NATYAGRUH,K P B JOG PRI ENG MD,0,Operational,1,Primary,3,Co-Education
272,Urban,Y. C. NATYAGRUH,BHARATI VIDYABHAVAN SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
273,Urban,Y. C. NATYAGRUH,P JOG HISCHOOL ENG,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
274,Urban,Y. C. NATYAGRUH,P. B. JOG JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
275,Urban,Y. C. NATYAGRUH,BHARATIYA VIDYA BHAVAN (SECONDARY),0,Operational,8,Secondary Only,3,Co-Education
276,Urban,AAGAKHAN PALACE,PMC 1 B BHAG,0,Operational,2,Primary with Upper Primary,3,Co-Education
277,Urban,AAGAKHAN PALACE,PMC 1 B,4,Operational,2,Primary with Upper Primary,2,Girls
278,Urban,AAGAKHAN PALACE,P. M. C. 28 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
279,Urban,AAGAKHAN PALACE,NAGARWALA DAY SCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
280,Urban,AAGAKHAN PALACE,DON BOSCO PRIMARY,0,Operational,1,Primary,3,Co-Education
281,Urban,AAGAKHAN PALACE,DON BOSCO HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
282,Urban,AAGAKHAN PALACE,DR. E N NAGARWALA PRIMARY SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
283,Urban,AAGAKHAN PALACE,DR EN NAGARWALA SECONDARY SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
284,Urban,AAGAKHAN PALACE,DON BOSCO JR. COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
285,Urban,AAGAKHAN PALACE,THE BISHOPS CO-ED SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
287,Urban,BOPODI,P. M. C. 60 B ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
288,Urban,BOPODI,P. M. C. 60  B MARATHI,4,Operational,2,Primary with Upper Primary,3,Co-Education
289,Urban,BOPODI,P. M. C. 59 B,4,Operational,2,Primary with Upper Primary,1,Boys
290,Urban,BOPODI,P. M. C. 43 G,4,Operational,2,Primary with Upper Primary,2,Girls
291,Urban,BOPODI,P. M. C. VINI 5 ,4,Operational,2,Primary with Upper Primary,3,Co-Education
292,Urban,BOPODI,P. M. C. 79 B,6,Operational,2,Primary with Upper Primary,3,Co-Education
293,Urban,BOPODI,SARVA PALLI RADHAKRISHNAM PRA ,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
294,Urban,BOPODI,P. M. C. 43 G ENG MED,0,Operational,1,Primary,3,Co-Education
295,Urban,BOPODI,BOPODI ENG MED SCHOOL,0,Operational,1,Primary,3,Co-Education
296,Urban,BOPODI,P. M. C. URDU SECONDARY,6,Operational,8,Secondary Only,3,Co-Education
297,Urban,DECCAN COLLEGE,PMC 86G,4,Operational,2,Primary with Upper Primary,2,Girls
298,Urban,DECCAN COLLEGE,PMC 48B,4,Operational,2,Primary with Upper Primary,3,Co-Education
299,Urban,DECCAN COLLEGE,PMC 127B,4,Operational,2,Primary with Upper Primary,1,Boys
300,Urban,DECCAN COLLEGE,PMC 129B,6,Operational,2,Primary with Upper Primary,3,Co-Education
301,Urban,DECCAN COLLEGE,PMC 35G,4,Operational,2,Primary with Upper Primary,2,Girls
302,Urban,DECCAN COLLEGE,PMC 45B,4,Operational,2,Primary with Upper Primary,1,Boys
303,Urban,DECCAN COLLEGE,HAKIM AJMAL KHAN URDU,6,Operational,8,Secondary Only,3,Co-Education
304,Urban,DECCAN COLLEGE,PMC 46B,6,Operational,2,Primary with Upper Primary,3,Co-Education
305,Urban,DECCAN COLLEGE,MATOSHRI ENGLISH MEDIUM SCH,0,Operational,1,Primary,3,Co-Education
306,Urban,DECCAN COLLEGE,PMC 48B ENG MED,0,Operational,1,Primary,3,Co-Education
307,Urban,DECCAN COLLEGE,PMC SCH NO. 84 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
308,Urban,DECCAN COLLEGE,PMC SCH NO. 208 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
309,Urban,DECCAN COLLEGE,Central School BEG,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
310,Urban,DECCAN COLLEGE,ST MARY'S PUBLIC SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
311,Urban,DHANORI,P. M. C. 164 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
312,Urban,DHANORI,P. M. C. 156 B,4,Operational,2,Primary with Upper Primary,1,Boys
313,Urban,DHANORI,PMC 101G ENG,4,Operational,2,Primary with Upper Primary,2,Girls
314,Urban,DHANORI,P. M. C. 41 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
315,Urban,DHANORI,P. M. C. 102 G,4,Operational,2,Primary with Upper Primary,2,Girls
316,Urban,DHANORI,P. M. C. 206 B,4,Operational,2,Primary with Upper Primary,1,Boys
317,Urban,DHANORI,SARASWATI ENG MED SCH,0,Operational,1,Primary,3,Co-Education
318,Urban,DHANORI,G S MOZE SEC SCH,4,Operational,8,Secondary Only,3,Co-Education
320,Urban,DHANORI,P. M. C. 126  B,4,Operational,1,Primary,3,Co-Education
321,Urban,DHANORI,DHANESHWAR SECONDARY,4,Operational,8,Secondary Only,3,Co-Education
322,Urban,DHANORI,HIMGIRE SECONDARY VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
323,Urban,DHANORI,ADINATH BAL MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
324,Urban,DHANORI,CENTRAL SCH NO  2 ,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
325,Urban,DHANORI,Central School NO.1,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
326,Urban,DHANORI,Central School NO.3,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
327,Urban,DHANORI,GENBA MOZE SECONDARY VID,4,Operational,8,Secondary Only,3,Co-Education
328,Urban,DHANORI,N G MOZE PRIMARY,4,Operational,2,Primary with Upper Primary,3,Co-Education
329,Urban,DHANORI,DR AMBEDKAR SEC,4,Operational,8,Secondary Only,3,Co-Education
330,Urban,DHANORI,DHANESHWAR PRA. VID.,4,Operational,2,Primary with Upper Primary,3,Co-Education
331,Urban,DHANORI,IMMANUEL ENG. MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
332,Urban,DHANORI,DR. AMBEDKAR PRA. VID.,0,Operational,2,Primary with Upper Primary,3,Co-Education
333,Urban,DHANORI,MATOSHRI GIRIJABAI PATIL,4,Operational,2,Primary with Upper Primary,3,Co-Education
334,Urban,DHANORI,DR MAR THEOCLIX SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
335,Urban,DHANORI,DR. BABASAHEB AMBEDKAR SEC,0,Operational,8,Secondary Only,3,Co-Education
336,Urban,DHANORI,IMMANUEL MARATHOMA HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
337,Urban,DHANORI,HIMGIREE PRA. VID.,4,Operational,1,Primary,3,Co-Education
338,Urban,DHANORI,SAYAD ASLAM MARATHI,4,Operational,1,Primary,3,Co-Education
339,Urban,DHANORI,VISHWABHARATI SEC,4,Operational,8,Secondary Only,3,Co-Education
340,Urban,DHANORI,PUNE INTERNATIONAL SCHOOL,0,Operational,1,Primary,3,Co-Education
341,Urban,DHANORI,VAISHANAVI PRI. SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
342,Urban,DHANORI,PRAGATI ENG MED SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
343,Urban,DHANORI,GOKULAM SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
344,Urban,DHANORI,RAJIV GANDHI ENG ,0,Operational,1,Primary,3,Co-Education
345,Urban,DHANORI,AIRFORCE SCHOOL CHANDANNAGAR,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
346,Urban,DHANORI,AIRFORCE SCHOOL VIMANNAGAR,0,Operational,3,Pr. with Up.Pr. sec. and H.Sec.,3,Co-Education
347,Urban,DHANORI,PUNE INTERNATIONAL SCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
348,Urban,DHANORI,DHANESHWAR SEC. & HIGHER SECONDARY,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
350,Urban,DHANORI,N.G.MOZE ENG.MED.SCHOOL,0,Operational,1,Primary,3,Co-Education
351,Urban,DHANORI,ROSARY SCHOOL,0,Operational,1,Primary,3,Co-Education
353,Urban,KAMAL NAYAN BAJAJ,P. M. C. 119 B,6,Operational,2,Primary with Upper Primary,3,Co-Education
354,Urban,KAMAL NAYAN BAJAJ,P. M. C. 61 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
355,Urban,KAMAL NAYAN BAJAJ,P. M. C. 61 G ENG MED SCHOOL,0,Operational,1,Primary,3,Co-Education
356,Urban,KAMAL NAYAN BAJAJ,PMC 38 G,4,Operational,2,Primary with Upper Primary,2,Girls
357,Urban,KAMAL NAYAN BAJAJ,PMC 47 B,4,Operational,2,Primary with Upper Primary,1,Boys
358,Urban,KAMAL NAYAN BAJAJ,NATH HARI PURANDARE PRIMARY,4,Operational,1,Primary,3,Co-Education
359,Urban,KAMAL NAYAN BAJAJ,BHARAT ENGLISH SCHOOL,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
360,Urban,KAMAL NAYAN BAJAJ,PARVATI NIKAM PRI SCH,4,Operational,2,Primary with Upper Primary,3,Co-Education
361,Urban,KAMAL NAYAN BAJAJ,PARVATI NIKAM HIGHSCHOOL,4,Operational,8,Secondary Only,3,Co-Education
362,Urban,KAMAL NAYAN BAJAJ,VIDYAVARDHINI ENG. MED.,0,Operational,1,Primary,3,Co-Education
363,Urban,KAMAL NAYAN BAJAJ,VIDYAVARDHINI ENG MED SCHOOL SEC,0,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
364,Urban,KAMAL NAYAN BAJAJ,ST FRANCIS PRIMARY SCHOOL,0,Operational,1,Primary,3,Co-Education
365,Urban,KAMAL NAYAN BAJAJ,ST FRANCIS HSCH,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
366,Urban,KOREGAON PARK,PMC 97B,4,Operational,2,Primary with Upper Primary,3,Co-Education
367,Urban,KOREGAON PARK,P. M. C. 83 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
368,Urban,KOREGAON PARK,PMC 77 G,4,Operational,2,Primary with Upper Primary,2,Girls
369,Urban,KOREGAON PARK,PMC 114 B,6,Operational,2,Primary with Upper Primary,3,Co-Education
370,Urban,KOREGAON PARK,SHANTABAI DHOLE PATIL,4,Operational,8,Secondary Only,3,Co-Education
371,Urban,KOREGAON PARK,PMC 97 B ENG,0,Operational,1,Primary,3,Co-Education
372,Urban,KOREGAON PARK,PMC 39 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
373,Urban,KOREGAON PARK,PMC 39 G ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
374,Urban,KOREGAON PARK,SENT PHILIX HIGHSCH,0,Operational,7,Upper Pr. and Secondary,2,Girls
375,Urban,KOREGAON PARK,B T SHAHANI NEW,2,Operational,1,Primary,3,Co-Education
376,Urban,KOREGAON PARK,ANJUMAN E ISLAM PRI,6,Operational,1,Primary,3,Co-Education
377,Urban,KOREGAON PARK,ANJUMAN PEER MOH VID,6,Operational,5,Up. Pr. Secondary and Higher Sec,2,Girls
378,Urban,KOREGAON PARK,PUNE ANDH BOYS SCHOOL,4,Operational,1,Primary,3,Co-Education
379,Urban,KOREGAON PARK,SENT JOSEPH PRI,0,Operational,2,Primary with Upper Primary,3,Co-Education
380,Urban,KOREGAON PARK,SANT GADGE SEC VID,4,Operational,7,Upper Pr. and Secondary,3,Co-Education
381,Urban,KOREGAON PARK,SENT PHILIX PRI,0,Operational,1,Primary,2,Girls
382,Urban,KOREGAON PARK,J N PETIT HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,1,Boys
383,Urban,KOREGAON PARK,ANJUMAN E ISLAM ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
384,Urban,KOREGAON PARK,J N PETIT PRIMARY SCH,0,Operational,1,Primary,1,Boys
385,Urban,KOREGAON PARK,ANJUMAN E ISLAM PIR M ENGLISH,0,Operational,8,Secondary Only,2,Girls
386,Urban,KOREGAON PARK,SANT JOSEPH HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
387,Urban,KOREGAON PARK,SANT GADGE MAHARAJ PRATHMIK VIDYALAY,4,Operational,1,Primary,3,Co-Education
388,Urban,NAGPUR CHAWL,P. M. C. 51 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
389,Urban,NAGPUR CHAWL,P. M. C. 44 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
390,Urban,NAGPUR CHAWL,P. M. C. 52 B URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
391,Urban,NAGPUR CHAWL,PMC SCH NO 6B ENGLISH,0,Operational,1,Primary,3,Co-Education
392,Urban,NAGPUR CHAWL,PMC SCH NO. 37 B BHAG URDU,6,Operational,2,Primary with Upper Primary,3,Co-Education
394,Urban,NAGPUR CHAWL,PMC SCH NO 6 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
395,Urban,NAGPUR CHAWL,GENBA MOZE PRI. ,4,Operational,1,Primary,3,Co-Education
396,Urban,NAGPUR CHAWL,SAMTA BALAK MANDIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
397,Urban,NAGPUR CHAWL,SAMTA BALAK MANDIR SECONDARY,4,Operational,8,Secondary Only,3,Co-Education
398,Urban,NAGPUR CHAWL,GENBA MOZE SECONDARY & HIGHER,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
399,Urban,NAGPUR CHAWL,GENBA MOZE SEC & H. SEC. ENG,0,Operational,8,Secondary Only,3,Co-Education
400,Urban,NAGPUR CHAWL,S. N .B. P. PRIMARY AND SECOND,0,Operational,2,Primary with Upper Primary,3,Co-Education
401,Urban,NAGPUR CHAWL,HGS URDU ,6,Operational,2,Primary with Upper Primary,3,Co-Education
402,Urban,NAGPUR CHAWL,GENBA SOPANRAO MOZE ENG PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
403,Urban,NAGPUR CHAWL,SNBP SECONDARY ,0,Operational,8,Secondary Only,3,Co-Education
404,Urban,NAGPUR CHAWL,GENBA S. MOZE JR.COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
405,Urban,NAGPUR CHAWL,S.N.B.P. JR.COLLEGE,0,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
406,Urban,NAGPUR CHAWL,H. G. S. URDU HIGH SCHOOL,6,Operational,8,Secondary Only,3,Co-Education
407,Urban,NAVI KHADKI,P. M. C. 109 B,4,Operational,1,Primary,1,Boys
408,Urban,NAVI KHADKI,P. M. C. 36 B,4,Operational,2,Primary with Upper Primary,1,Boys
409,Urban,NAVI KHADKI,P. M. C. 72  G,4,Operational,2,Primary with Upper Primary,3,Co-Education
410,Urban,NAVI KHADKI,P. M. C. 96 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
411,Urban,NAVI KHADKI,P. M. C. 143 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
412,Urban,NAVI KHADKI,P. M. C. VINI 6,4,Operational,2,Primary with Upper Primary,3,Co-Education
413,Urban,NAVI KHADKI,NETAJI BOS VIDHYALAYA,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
414,Urban,NAVI KHADKI,KARMAVEER PATIL VIDHYALAYA,4,Operational,8,Secondary Only,3,Co-Education
415,Urban,NAVI KHADKI,PMC 51 G,4,Operational,2,Primary with Upper Primary,3,Co-Education
416,Urban,NAVI KHADKI,YESHWANTRAO CHAVAN ENG MED,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
417,Urban,NAVI KHADKI,PEOPLE EDU. SOC ENG,0,Operational,2,Primary with Upper Primary,3,Co-Education
418,Urban,NAVI KHADKI,PES ENGLISH MED SCH SEC,0,Operational,8,Secondary Only,3,Co-Education
419,Urban,NAVI KHADKI,DR. AMBEDKAR COLLEGE,4,Operational,11,Higher Secondary only/Jr. College,3,Co-Education
420,Urban,SHANTINAGAR,P. M. C. 50 B,4,Operational,2,Primary with Upper Primary,1,Boys
421,Urban,SHANTINAGAR,P. M. C. 80 G,4,Operational,2,Primary with Upper Primary,2,Girls
422,Urban,SHANTINAGAR,PMC 93 B,6,Operational,2,Primary with Upper Primary,3,Co-Education
423,Urban,SHANTINAGAR,NANASAHEB PARULEKAR MAD,4,Operational,8,Secondary Only,2,Girls
424,Urban,SHANTINAGAR,PMC SCH NO 80 G ENGLISH MED,0,Operational,1,Primary,3,Co-Education
425,Urban,SHANTINAGAR,SAFAI KAMGARANCHI SHASKIYA SCH,4,Operational,2,Primary with Upper Primary,3,Co-Education
426,Urban,SHANTINAGAR,PANDIT NEHARU VIDHYALAYA,4,Operational,2,Primary with Upper Primary,1,Boys
427,Urban,SHANTINAGAR,APANG SAMISHR KENDRA GOV,4,Operational,2,Primary with Upper Primary,3,Co-Education
428,Urban,SHANTINAGAR,SHRI ATMVALLABH SCH,0,Operational,2,Primary with Upper Primary,3,Co-Education
429,Urban,SHANTINAGAR,SHRI ATMAVALLABH HIGHSCH,0,Operational,8,Secondary Only,3,Co-Education
430,Urban,SHANTINAGAR,RASHMI ENG MED,0,Operational,8,Secondary Only,3,Co-Education
431,Urban,SHANTINAGAR,RASHMI PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
432,Urban,SHANTINAGAR,AGRASEN PRIMARY,0,Operational,1,Primary,3,Co-Education
433,Urban,SHANTINAGAR,AGRASEN SEC ,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
437,Urban,VIMAN NAGAR,AMBEDKAR VIDHYALAYA,4,Operational,8,Secondary Only,3,Co-Education
438,Urban,VIMAN NAGAR,SANT GOROBA KUMBHAR VIDHYANIKE,4,Operational,1,Primary,3,Co-Education
439,Urban,VIMAN NAGAR,ANAND VIDHYA NIKETAN,4,Operational,5,Up. Pr. Secondary and Higher Sec,3,Co-Education
440,Urban,VIMAN NAGAR,SOMNATH PRA.,4,Operational,2,Primary with Upper Primary,3,Co-Education
441,Urban,VIMAN NAGAR,INTER VIDA UTAKARSHA SHIKSHAN ,4,Operational,2,Primary with Upper Primary,3,Co-Education
442,Urban,VIMAN NAGAR,SAINT JOSEF CONVENT HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
443,Urban,VIMAN NAGAR,ROZARY PRIMARY ,0,Operational,2,Primary with Upper Primary,3,Co-Education
444,Urban,VIMAN NAGAR,ROSARY HIGHSCHOOL,0,Operational,8,Secondary Only,3,Co-Education
445,Urban,VIMAN NAGAR,SENT FRANSIS DE SALES SCHOOL,0,Operational,1,Primary,3,Co-Education
446,Urban,VIMAN NAGAR,SENT FRANCIS HIGHSCHOOL,0,Operational,7,Upper Pr. and Secondary,3,Co-Education
447,Urban,VIMAN NAGAR,SENT JOSEPH CONVENT ,0,Operational,2,Primary with Upper Primary,3,Co-Education
448,Urban,VIMAN NAGAR,HIND ENGLISH MED GURUKUL SCHOOL,0,Operational,2,Primary with Upper Primary,3,Co-Education
449,Urban,VIMAN NAGAR,SYMBIOSIS INTERNATIONAL SCHOOL,0,Operational,6,Pr. Up Pr. and Secondary Only,3,Co-Education
451,Urban,VISHRANT WADI,PMC VINI NO 17,4,Operational,2,Primary with Upper Primary,3,Co-Education
452,Urban,VISHRANT WADI,P. M. C. 118 B,4,Operational,2,Primary with Upper Primary,1,Boys
453,Urban,VISHRANT WADI,P. M. C. 84 G,4,Operational,2,Primary with Upper Primary,2,Girls
454,Urban,VISHRANT WADI,P. M. C. 170 B,4,Operational,2,Primary with Upper Primary,3,Co-Education
455,Urban,VISHRANT WADI,P. M. C. 93 G,4,Operational,2,Primary with Upper Primary,2,Girls
456,Urban,VISHRANT WADI,JANTA PRIMARY SCH  MARATHI,4,Operational,2,Primary with Upper Primary,3,Co-Education
457,Urban,VISHRANT WADI,JANTA HIGHSCHOOL,4,Operational,8,Secondary Only,3,Co-Education
458,Urban,VISHRANT WADI,C R RANGANATHAN KARNBADHIR,4,Operational,2,Primary with Upper Primary,3,Co-Education
459,Urban,VISHRANT WADI,C R RANGNATHAN KARNBADHIR HS,4,Operational,8,Secondary Only,3,Co-Education
460,Urban,VISHRANT WADI,THE TRINITI ENG MED,0,Operational,8,Secondary Only,3,Co-Education
461,Urban,VISHRANT WADI,M. G. M ENG MED.,0,Operational,2,Primary with Upper Primary,3,Co-Education
462,Urban,VISHRANT WADI,R. & D. E. ENGLISH MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
463,Urban,VISHRANT WADI,THE TRINITY ENG MED ,0,Operational,2,Primary with Upper Primary,3,Co-Education
464,Urban,VISHRANT WADI,R. & D. E. SECONDARY,0,Operational,8,Secondary Only,3,Co-Education
465,Urban,VISHRANT WADI,M.G.M. ENG SCHOOL,0,Operational,8,Secondary Only,3,Co-Education
466,Urban,VISHRANT WADI,SENT FRANSIS ENG MED,0,Operational,2,Primary with Upper Primary,3,Co-Education
467,Urban,VISHRANT WADI,SHIV SAI ENG PRIMARY,0,Operational,2,Primary with Upper Primary,3,Co-Education
468,Urban,VISHRANT WADI,SHIV SAI SECONDARY ENG,0,Operational,8,Secondary Only,3,Co-Education
469,Urban,VISHRANT WADI,SENT FRANCIS HISCHOOL ENG,0,Operational,8,Secondary Only,3,Co-Education
